sia,[си́а],будь / является,Sia bello.
siamo,[сья́мо],мы есть,Siamo amici. Siamo in piazza.
sicuro,[сику́ро],уверенный,Sicuro di sé.
significa,[сигни́фика],означает,Significa attenzione.
silenzio,[силе́нцьо],тишина,Silenzio in piazza.
silenzioso,[силеньцьо́зо],тихий,Silenzioso momento.
situazione,[ситуацьо́не],ситуация,Situazione agitata.
so,[со],знаю (я),So tutto. So la strada.
solito,[со́лито],обычный,Solito giorno.
sollevato,[соллева́то],приподнятый,Sollevato dal vento.
sono,[со́но],я есть / они есть,Sono in piazza. Sono amici.
sopra,[со́пра],над,Sopra il ponte.
soprattutto,[сопратту́тто],особенно,Soprattutto bello.
sorpreso,[сorpре́зо],удивлённый,Lui sorpreso.
sorride,[сорри́де],улыбается,Lui sorride. Sorride al bambino.
sorvola,[сорво́ла],пролетает,Colomba sorvola.
sorvolano,[сорво́лано],пролетают,Piccioni sorvolano.
sosta,[со́ста],остановка,Sosta breve.
sparire,[спари́ре],исчезать,Sparire in calle.
speranzoso,[сперанцо́зо],полный надежды,Lui speranzoso.
spesso,[спе́ссо],часто,Spesso in piazza.
spezie,[спе́цие],специи,Spezie profumate.
splendore,[сплендо́ре],блеск,Splendore di Venezia.
stai,[стай],ты (есть),Come stai. Stai bene.
stanchi,[ста́нки],усталые,Turisti stanchi.
stata,[ста́та],была (ж.р.),È stata bella.
statua,[ста́туа],статуя,Statua in piazza.
stimoli,[сти́моли],стимулы,Stimoli curiosi.
stiracchia,[стира́ккья],потягивается,Lui stiracchia. Stiracchia le braccia.
strada,[стра́да],улица,Strada stretta. Strada in città.
strade,[стра́де],улицы,Strade deserte.
stranamente,[странaме́нте],странно,Stranamente tranquillo.
stranieri,[странье́ри],иностранцы,Stranieri turisti.
strano,[стра́но],странный,Strano rumore.
stretta,[стре́тта],узкая,Calle stretta.
stringe,[стри́нже],сжимает,Lui stringe. Stringe la mano.
studiato,[студья́то],изученный,Studiato prima.
stupito,[ступи́то],удивлённый,Lui stupito.
su,[су],на,Su ponte. Su piazza.
sua,[су́а],его / её (ж.р.),Sua casa. Sua amica.
subito,[су́бито],сразу,Subito arriva. Subito va.
successo,[сучче́ссо],успех,Successo grande.
sul,[суль],на (м.р.),Sul ponte. Sul muro.
sulla,[су́лла],на (ж.р.),Sulla piazza. Sulla casa.
suo,[су́о],его / её (м.р.),Suo amico. Suo cane.
svegliare,[свелья́ре],будить,Svegliare il bambino.
svegliato,[свелья́то],проснувшийся,Lui svegliato.
sì,[си],да,Sì certo. Sì grazie.
tanta,[та́нта],столько,Tanta acqua.
tanti,[та́нти],столько (мн.ч.),Tanti turisti.
te,[те],тебе / тебя,Con te. Per te.
tempesta,[темпе́ста],буря,Tempesta violenta.
tempo,[те́мпо],время / погода,Bel tempo. Tempo di pioggia.
tentazione,[тентацьо́не],искушение,Tentazione forte.
terra,[те́рра],земля,Terra ferma.
testa,[те́ста],голова,Testa alta.
tetti,[те́тти],крыши,Tetti di Venezia.
tetto,[те́тто],крыша,Tetto alto.
ti,[ти],тебе / тебя,Ti piace. Ti dice.
torna,[то́рна],возвращается,Lui torna. Torna a casa.
tornano,[то́рнано],возвращаются,Loro tornano. Tornano in piazza.
tornare,[торна́ре],возвращаться,Tornare a casa.
tra,[тра],между,Tra amici. Tra ponti.
tracce,[тра́чче],следы,Tracce di passi.
traccia,[тра́чча],след,Traccia di profumo.
traffico,[тра́ффико],движение,Traffico rumoroso.
tramonto,[трамо́нто],закат,Tramonto bello.
tranquilla,[транкуи́лла],спокойная,Piazza tranquilla.
tranquillo,[транкуи́лло],спокойный,Momento tranquillo.
tratta,[тра́тта],речь идёт,Si tratta di.
troppo,[тро́ппо],слишком,Troppo rumore. Troppo vento.
trova,[тро́ва],находит,Lui trova. Trova il ponte.
trovano,[тро́вано],находят,Loro trovano. Trovano la strada.
trovare,[трова́ре],находить,Trovare amici. Trovare casa.
trovarla,[трова́рла],найти её,Trovarla subito.
trovato,[трова́то],найденный,Trovato il cane.
troverà,[тровера́],найдёт,Lui troverà. Troverà la strada.
tu,[ту],ты,Tu vai. Tu parli.
turisti,[тури́сти],туристы,Turisti in piazza. Turisti rumorosi.
turistica,[тури́стика],туристическая,Zona turistica.
tutti,[ту́тти],все,Tutti amici. Tutti contenti.
tutto,[ту́тто],всё,Tutto bello. Tutto tranquillo.
un,[ун],a/an (м.р.),Un amico. Un ponte.
una,[у́на],a/an (ж.р.),Una casa. Una piazza.
uno,[у́но],один,Uno di noi. Uno ponte.
uomo,[уо́мо],мужчина,Uomo anziano.
urlano,[урла́но],кричат,Loro urlano. Urlano forte.
va,[ва],идёт,Lui va. Va in piazza.
vago,[ва́го],смутный,Vago ricordo.
vanno,[ва́нно],идут,Loro vanno. Vanno al ponte.
vaporetti,[вапоре́тти],вапоретто (водные автобусы),Vaporetti veloci.
vecchia,[ве́ккья],старая,Vecchia casa.
vecchio,[ве́ккьо],старый,Vecchio ponte.
vede,[ве́де],видит,Lui vede. Vede il ponte.
vedere,[веде́ре],видеть,Vedere la vista.
vederlo,[веде́рло],видеть его,Vederlo subito.
veloce,[вело́че],быстрый,Veloce motoscafo.
velocemente,[велоче́менте],быстро,Cammina velocemente.
venditori,[вендито́ри],продавцы,Venditori in mercato.
venezia,[вене́ция],Венеция,Venezia affascinante. Venezia bella.
veneziani,[венецья́ни],венецианцы,Veneziani locali.
veneziano,[венецья́но],венецианский,Accento veneziano.
vengono,[ве́нгоньо],приходят,Loro vengono. Vengono in piazza.
vento,[ве́нто],ветер,Vento forte.
verdure,[верду́ре],овощи,Verdure fresche.
vero,[ве́ро],настоящий,Vero amico. Vero panorama.
verso,[ве́рсо],к / в направлении,Verso il ponte. Verso casa.
via,[ви́а],улица / прочь,Via stretta. Va via.
vicino,[вичи́но],близко,Vicino al ponte. Vicino a casa.
viene,[вье́не],приходит,Lui viene. Viene in piazza.
vieni,[вье́ни],приходи (ты),Vieni qui. Vieni con me.
violenta,[виоле́нта],сильная,Tempesta violenta.
violentemente,[виолентаме́нте],сильно,Piove violentemente.
visitano,[визи́тано],посещают,Turisti visitano. Visitano la città.
vista,[ви́ста],вид,Vista incredibile. Vista dal ponte.
visto,[ви́сто],увидел,Ha visto.
vita,[ви́та],жизнь,Vita in Venezia.
vividi,[ви́види],яркие,Colori vividi.
voci,[во́чи],голоса,Voci di turisti.
vogliono,[во́льоньо],хотят,Loro vogliono. Vogliono andare.
vola,[во́ла],летит,Colomba vola.
volano,[во́лано],летят,Piccioni volano.
volante,[вола́нте],летающий,Piccione volante.
volare,[вола́ре],летать,Volare sopra i tetti.
volo,[во́ло],полёт,Volo di colomba.
volte,[во́льте],разы,Molte volte.
vuole,[вуо́ле],хочет,Lui vuole. Vuole andare.
vuota,[вуо́та],пустая,Piazza vuota.
vuoto,[вуо́то],пустой,Posto vuoto.
zona,[дзо́на],зона,Zona turistica. Zona accogliente.
